timestamp_utc,uid,url_kind,accession,url,http_status,retry_count,final_outcome
2026-08-16T03:17:00.842769+00:00,A9Q1K9,afdb_v6_probe,A9Q1K9,https://alphafold.ebi.ac.uk/files/AF-A9Q1K9-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:17:01.894457+00:00,B1NKR1,uniprot_direct,B1NKR1,https://rest.uniprot.org/uniprotkb/B1NKR1.json,200,0,success
2026-08-16T03:17:02.869113+00:00,B1NKR1,afdb_v6_probe,B1NKR1,https://alphafold.ebi.ac.uk/files/AF-B1NKR1-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:17:03.953915+00:00,B1NKR5,uniprot_direct,B1NKR5,https://rest.uniprot.org/uniprotkb/B1NKR5.json,200,0,success
2026-08-16T03:17:04.922832+00:00,B1NKR5,afdb_v6_probe,B1NKR5,https://alphafold.ebi.ac.uk/files/AF-B1NKR5-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:17:06.071198+00:00,B1NKS7,uniprot_direct,B1NKS7,https://rest.uniprot.org/uniprotkb/B1NKS7.json,200,0,success
2026-08-16T03:17:07.039988+00:00,B1NKS7,afdb_v6_probe,B1NKS7,https://alphafold.ebi.ac.uk/files/AF-B1NKS7-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:17:08.071073+00:00,B1NKT1,uniprot_direct,B1NKT1,https://rest.uniprot.org/uniprotkb/B1NKT1.json,200,0,success
2026-08-16T03:17:09.023508+00:00,B1NKT1,afdb_v6_probe,B1NKT1,https://alphafold.ebi.ac.uk/files/AF-B1NKT1-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:17:09.975053+00:00,B1NKT1,afdb_v6_probe,Q1ADF3,https://alphafold.ebi.ac.uk/files/AF-Q1ADF3-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:17:11.019271+00:00,B1NKT9,uniprot_direct,B1NKT9,https://rest.uniprot.org/uniprotkb/B1NKT9.json,200,0,success
2026-08-16T03:17:33.010368+00:00,B1NKT9,afdb_v6_probe,B1NKT9,https://alphafold.ebi.ac.uk/files/AF-B1NKT9-F1-model_v6.pdb,404,1,not_found
2026-08-16T03:17:33.973205+00:00,B1NKT9,afdb_v6_probe,Q6WNW0,https://alphafold.ebi.ac.uk/files/AF-Q6WNW0-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:17:34.945675+00:00,B1NKU3,uniprot_direct,B1NKU3,https://rest.uniprot.org/uniprotkb/B1NKU3.json,200,0,success
2026-08-16T03:17:35.900470+00:00,B1NKU3,afdb_v6_probe,B1NKU3,https://alphafold.ebi.ac.uk/files/AF-B1NKU3-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:17:37.233150+00:00,B1NKU3,afdb_v6_probe,Q6WNW2,https://alphafold.ebi.ac.uk/files/AF-Q6WNW2-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:17:38.297671+00:00,B2BMF9,uniprot_direct,B2BMF9,https://rest.uniprot.org/uniprotkb/B2BMF9.json,200,0,success
